Tweet ID,Text,Location,label
1655756547073400832,y estará en vosotros18no os dejaré huérfanos vendré a vosotros19 todavía un pocoy el mundo no me verá máspero vosotros me veréis porque yo vivo vosotros también viviréis 20en aquel día vosotros conoceréis que yo estoy en mi padrey vosotros en miy yo en vosotros,Argentina,ES
1655404185133694976,acostashowjuan ¡sacate la gorra juan vosotros queréis meter preso a todo el mundo cuando no es herrera es cristina ¡ah pero macri claro ahora me cierra fue el prescindente de boca,Argentina,ARG
1654931667042160640,que la paz esté con vosotros 😬☮️,Argentina,ES
1653214743849578500,si permanecéis en mí y mis palabras permanecen en vosotros pedid todo lo que queréis y os será hecho juan 157,Argentina,ES
1652466757678800898,jesús dijo sed pues vosotros perfectos como vuestro padre que está en los cielos es perfecto san mateo 548,Argentina,ES
1652365448531329026,hoy quiero compartir con vosotros unas palabras que mi padre de crianza mi vasquito queridome dijo cuando era estudiante de leyes se humilde por sobre todas las cosas así lo hice aunque me jugó en contrapero con el tiempo comprobé cuánta razón tenía,Argentina,ARG
1650141309221367808,tinypanthera me gusta compartir la comida con vosotros humanos🤩🤣🤣,Argentina,ES
1648649887456587780,pabugamikuga larazones visitargentina flywithlevel turismobaok así es argentina cautiva irremediablemente y uno de sus mayores valores sois vosotros sus gentes llevo viviendo en buenosaires cerca de 3 meses y gracias al visado de nómadadital creado por mininteriorar estaré mucho tiempo más florcarignanook alfredlopezrita,Argentina,ES
1648425121865175040,buenas tardes mis hermanos en cristo que la gracia de dios los bendiga a todos vosotros 😇 penelopewaldo moresotelo aleli26281405,Argentina,ES
1648124339441618944,si los verdaderos cambios se dan a partir de reconocer es tiempo de reconocer que el concepto sin costo o gratis no existe alguien lo está pagando yo tú él nosotros vosotros ellos hablando con claridad nos entendemos 😉,Argentina,ARG
1648107313994117121,va cv de gugalusto en un acto de lealtad a la patria y al movimiento intestinal brega x un país más justo como quería ese gobierno de la nación de ali baba venid y chupad todos de ellos y que la democracia sea con vosotros,Argentina,ES
1646627449092943873,no no me conformo con tan poco mejor vosotros si pero yo nunca estuve en ese monto tonto tan solo escucha lo que canto y te cuento tan solo deja que te corrija el tiempo si as echo mal al menos sabes la proxima ves no me defraudes 🤣,Argentina,ES
1646197217768751109,chenati championsleague 15 de vosotros,Argentina,ES
1645588310482468864,bdebendecida vosotros,Argentina,ES
1645257360775020556,vosotros no tenéis ni putisima idea,Argentina,ES
1655982709401845778,recuerdos sin recordar🍂título del texto encontré en mi ordenador un cuento corto que escribí para un exámen de lengua y literatura hace unos 5 años eso me da motivación a seguir aprendiendo🙂 no sé imaginan la emoción que sentí al leerlo dije lo escribí yooo jaja,Argentina,ES
1655620080967860226,en el día de hoy luciacorpacci dejó de ser el principio ordenador del justicialismo catamarqueño no hay remate,Argentina,ARG
1653170645998489602,hoy ratificamos nuestro compromiso por la generación de más oportunidades para nuestro pueblo y celebramos el trabajo como principal ordenador social para acercarnos así a una sociedad más justa e igualitaria,Argentina,ES
1653048309919932418,🫂 feliz día a quienes día a día hacen grande nuestra industria a través de su esfuerzo y trabajo dignificando su vida a través del único ordenador social por excelencia el trabajo‼️ 🤗🎊🎉 feliz dia a tod🌞s los trabajadores y trabajadoras del pais‼️,Argentina,ARG
1653036430384414721,defendemos un modelo de país donde el trabajo digno y con derechos sea el gran ordenador de la vida una argentina donde los que trabajan sientan el orgullo de ser el motor de la patria feliz díadeltrabajador y la trabajadora ❤️✌🏽,Argentina,ARG
1653016591351574528,feliz día del trabajador y la trabajadora 👨🏻‍🍳🧑🏽‍💻👷🏾🧑🏼‍🚒👨🏽‍⚖️🧑🏽‍✈️ el trabajo dignifica a todo ser humano es un derecho y promueve bienestar en todas las sociedades ya que es el factor ordenador por excelencia,Argentina,ES
1652999526368661504,muy feliz día a las y los trabajadores siempre para adelante el trabajo es el ordenador social más importante y debe servir para la movilidad social sino no es trabajo,Argentina,ES
1652875659918692358,la generación de empleo hoy las empresas radicadas en el parque emplean a más de 1400 personas de nuestro pueblo y de localidades vecinas el trabajo como ordenador social nos garantiza la dignidad de las personas y la felicidad del pueblo ¡feliz día trabajadores👏🏻,Argentina,ES
1652713905519509506,santiagojfredes no santiago se pueden abrir escuelas hospitales y universidades en los mismos barrios que se construyan como hay en nordelta no tendrán que viajar 30 km el proyecto es bueno y resuelve el problema habitacional y es ordenador juangrabois,Argentina,ARG
1652705986740641794,nuestro objetivo en cada encuentro es transmitir un mensaje muy claro apostamos al trabajo como elemento ordenador de una sociedad más justa y equitativa la creación de emprendimientos que generen trabajo genuino es una de nuestras prioridades,Argentina,ARG
1648997335886618624,sholomit1 mgorganchian y así los registros contables e informes necesarios para administrar el imperio comercial se entendían claramente la escuela de hoy día fue creada para proveer elementos funcionales a un gran ordenador capitalista la escritura a mano sigue siendo una competencia favorable,Argentina,ARG
1648020673497903111,1° jornada de cannabis medicinal e industrial de la rioja al mundo es fundamental el rol del estado como ordenador queremos hacer que esto represente una alternativa para nuestras economías regionales,Argentina,ES
1645874969212260353,ericlostie yo no paso de la primera ciudad pq el juego no me guarda el progreso y no puedo dejarlo abierto todo el día en el ordenador 😭,Argentina,ES
1654832387564400645,gerardo gandini y a pesar de la adolescencia dorada del chaval ya tiene edad suficiente para escucharlo y disfrutarlo suelten,Argentina,ARG
1652553894549913600,elpardua fui a la tornopleteria y había cerrado por suerte ahí nomás me tropecé con un carnisolín de taburete que alguien había botado en la acera ¡enhorabuena chaval me dije y lo he adaptado con un poco de fuerza centrípeta casi es un tornoplete,Argentina,ES
1654949010233278465,florcit0 son unos salchichas manipuladores sin cojones a ver hablando en serio los buenos empleados que quieran hacer híbrido o remoto 100 se vana ir a otra empresa que se los permita se van a quedar con la escoria,Argentina,ES
1651404948075061249,nadie tiene los cojones para aplicar el plan motosierra todos se quejan del gasto público pero nadie lo baja,Argentina,ES
1650658115245752320,rinconet estos dos delincuentes no cambiaron la historia la historia la cambio quien fue el padre de la democracia un 10 de diciembre de 1983 que tuvo los cojones que uds no tuvieron de enjuiciar a un gobierno militar no seas cínica,Argentina,ARG
1650217638298017793,twittea para verle los cojones a hiroshi,Argentina,ES
1648770891013038080,patoma89 datazopincha tenes razón pero asi como hay gallinas cacareando por la final en madrid nosotros los pinchas guardamos con especial y dulce recuerdo como los destrozamos en el 2006 en cancha de velez en un campeonato digno de un ganador con cojones y no amargos pechos frios como boquitaabur,Argentina,ES
1648508167280816130,cojones,Argentina,ES
1655217565176586240,y no imagines a mi lado ese futuro perfecto porque todo lo que toco yo lo acabo rompiendo y es cierto que yo lo flipo con esto pero mejor vernos menos como el sol en invierno,Argentina,ES
1652183054507556865,volviendo del mastersofrock reflexiono me duelen los pies la espalda la cintura en 30 y paulstanleylive se colgó de un arnés con sus 71 años además bancó unas plataformas tremendas y se mandó un show de la re hostia,Argentina,ARG
1650034481519001605,qué actriz de la re hostia es mi señora julieta díaz,Argentina,ES
1647015318231957507,peladodecronica gerardomorales ucrnacional si no hay q dinamitar nada tenemos q achicar gastos de la política echar a los q no trabajan en el estado modificar las leyes laborales menos delegados por cantidad de trabajadores menos ministerios orden respeto por la ley,Argentina,ARG
1655756547073400832,y estará en vosotros18no os dejaré huérfanos vendré a vosotros19 todavía un pocoy el mundo no me verá máspero vosotros me veréis porque yo vivo vosotros también viviréis 20en aquel día vosotros conoceréis que yo estoy en mi padrey vosotros en miy yo en vosotros,Argentina,ES
1648649887456587780,pabugamikuga larazones visitargentina flywithlevel turismobaok así es argentina cautiva irremediablemente y uno de sus mayores valores sois vosotros sus gentes llevo viviendo en buenosaires cerca de 3 meses y gracias al visado de nómadadital creado por mininteriorar estaré mucho tiempo más florcarignanook alfredlopezrita,Argentina,ES
1648425121865175040,buenas tardes mis hermanos en cristo que la gracia de dios los bendiga a todos vosotros 😇 penelopewaldo moresotelo aleli26281405,Argentina,ES
1648107313994117121,va cv de gugalusto en un acto de lealtad a la patria y al movimiento intestinal brega x un país más justo como quería ese gobierno de la nación de ali baba venid y chupad todos de ellos y que la democracia sea con vosotros,Argentina,ES
1646627449092943873,no no me conformo con tan poco mejor vosotros si pero yo nunca estuve en ese monto tonto tan solo escucha lo que canto y te cuento tan solo deja que te corrija el tiempo si as echo mal al menos sabes la proxima ves no me defraudes 🤣,Argentina,ES
1645588310482468864,bdebendecida vosotros,Argentina,ES
1645257360775020556,vosotros no tenéis ni putisima idea,Argentina,ES
1652713905519509506,santiagojfredes no santiago se pueden abrir escuelas hospitales y universidades en los mismos barrios que se construyan como hay en nordelta no tendrán que viajar 30 km el proyecto es bueno y resuelve el problema habitacional y es ordenador juangrabois,Argentina,ARG
1648997335886618624,sholomit1 mgorganchian y así los registros contables e informes necesarios para administrar el imperio comercial se entendían claramente la escuela de hoy día fue creada para proveer elementos funcionales a un gran ordenador capitalista la escritura a mano sigue siendo una competencia favorable,Argentina,ARG
1654837576820219905,2023 y estamos viendo cómo un cura le pone una corona a un pibe cada día ansío más el advenimiento de skynet,Spain,ARG
1654607833449525252,futpicante eres el mejor del mundo q disculpa guebon antes tiene q llorar por voz estas ay pibe,Spain,ARG
1654252452940529666,un flipao la piba verde que le rechaza su hermana azul con daddy issues un tonto su colega igual de boba un árbol gymbro un mapache chetao un pibe que silba y un perro soviético se han encargado de hacerme increíblemente feliz guardianesdelagalaxia3,Spain,ES
1654199094775107607,jmbernabe el pibe que está en sociales pero su sueño siempre fue ser médico… i know your feelings bro 😞,Spain,ARG
1651548507919065090,y esta es la historia de como el pibe de clase trabajadora le cuenta al empresario que las cosas o cambian o las cambiamos,Spain,ARG
1651347030063697927,¿pibe pone joder pone,Spain,ARG
1651346857874931716,la clase trabajadora pibe su vida en riesgo cada día en el tajo en el transporte público…,Spain,ES
1650749555082776577,el pibe que más dice de baloncesto femenino,Spain,ARG
1650281874009227268,ojalá pueda ayudar a este pibe que se quede acá me da tan buena espina …,Spain,ARG
1649695696511959040,soymanya5 no tiene físico para jugar en primera no jodas que pongan a algún pibe de la tercera que corra por lo menos,Spain,ARG
1649204710790889472,por el amor de jesus lo que juega el diablito echeverri imparable el pibe,Spain,ARG
1649073958921043969,ilzquadli oliverborgess 2010misterchip negro de mierda jajajjaaj oliverborgess que habla el pibe este ahora,Spain,ARG
1648984850232143873,trickiteazy premier no vende un beat si el proyecto o el mc no le convence yo creo que ya se conocían de otra vez y premier no es bobo sabe que ese pibe esta pegado y le interesa asi mismito,Spain,ARG
1648424562458263552,no entiendo que partido está viendo lampard para sacarlo a enzo quiero creer que fue un error del pibe del cartel caso contrario es muy pelotudo este pibe,Spain,ARG
1648214024843063297,rebeecaheerrero ¿cómo ¿el pibe dormía con su amigo,Spain,ARG
1647848347355566081,marcosbenito9 fichar al pibe de rojo gran gesto👏🏻,Spain,ARG
1646427829213573120,yenygmz salva pero es buen pibe,Spain,ARG
1645483432850472961,celhfutbolbase marodmaria torneooviedocup angelleal81 cgutierrez954 sandravericat jovaniruben agusmelo77 daniclavel98 pibearb adriandc8 jordiarjona26 una persona importante e imprescindible en el club,Spain,ARG
1645479282779488284,estoy segurísimo que el pibe no pensaba eso enserio ni de coña,Spain,ARG
1645401150177386498,celhfutbolbase torneooviedocup angelleal81 cgutierrez954 daniegonzalez21 daniclavel98 adriandc8 pibearb lhenjoc lhesport jovaniruben albagc5 los equipos del celhfutbolbase siendo protagonistas de uno de los mejores torneos de semana santa segunda participación y ya pensando en volver a repetir,Spain,ARG
1655711026208284672,cuando el mardito algoritmo de mi spotify va a entender que no me gusta una noche en medellín y tampoco la de hasta abajo la bebe pará un poco che,Spain,ARG
1654381223827963905,crespo212 tol dia quejandote… che pues ponte tu a darle al pico y arregla el puente y asi lo abrimos jajajajajaajaj,Spain,ES
1653153865988972548,nuriamoreiras cesareoarturo bngcompostela mundiario gorettisrei xsanchezbugallo o carallo sacou bugallo en 2 anos q o hipi en 4 e con pandemia ca fracasou mal q che pese q fixeron a ludoteca abriuna a medias case non arreglou baches a avenida de vilagarcía foi un desastre de obra culpa deles x elexir materiais de merda grandes contratos caducadas,Spain,ES
1652394158353530880,mvbertomeu as árbores porqué non che gustan pola folla caduca onde os colocarías,Spain,ES
1652386944368746498,ivaanbojko gracias che ví a baez hoy,Spain,ARG
1651880186097303558,macumbe che volano amici22 ✨,Spain,ARG
1651300696233213974,che estos se re quejan del calor 🤌🏻🤌🏻jajajajaa,Spain,ARG
1649382093086941184,chepirata1963 sanwicente las próximas elecciones serán 11 de julio o 18 de julio para seguir con pedro sanchez como presidente,Spain,ES
1648248066342879235,cherichefff4 buenos días che,Spain,ARG
1647620160449069056,che ojo que a river todavía le queda jugar con los de mas arriba en la tabla casla dyj carc talleres y aaaj,Spain,ARG
1646954926810058754,valibona44 eh ma devi considerare che c ha la faccia a bischero,Spain,ARG
1646650736321740802,che que fiesta el monumental no paran de cantar y saltar no me sorprende igual,Spain,ES
1646580076031488002,pacoherran sí eso está clarísimo una camiseta del che suele ser puro postureo sobre todo si es made in china que de comunismo no tiene nada,Spain,ES
1646569360981475328,pacoherran el comunismo no está en contra de la propiedad privada y menos de la propiedad privada de camisetas si la camiseta no se produce con medios privados sino colectivos tipo cooperativa por ejemplo no hay ninguna pega en vender camisetas del che,Spain,ES
1646279017606021121,miglior video della serata io che canto ti ringrazio mio signore come coro da stadio 🙏🏼♥️,Spain,ARG
1645723282010779649,che hace 2 días no me anda chat gpt a alguien mas,Spain,ARG
1645343050565050368,cherichefff4 buenos días che,Spain,ARG
1656298698391912455,giulirossi pago mas barato x uno de dos dormitorios dos baños cocina separada y cochera en un barrio cheto en madrid estamos todos locos,Spain,ARG
1655717976287354886,charlatacticape el pecho frió de yotun se hizo la caca y no quiso enfrentar al gordito que lo increpó jajaja el ídolo de los pavos y el conejo gordo quería compararlo con jefferson farfan hay que ser recontra pavo monse 🦃,Spain,ARG
1654564796270796800,transporte3 esto se arreglaría haciendo un paro nacional por parte de todos tanto asalariados como autónomos a ver si a alguno de los que manda se les acaba la boludez que más imprescindible que hacer el boludo en la playa es que las mercancías fluyan,Spain,ES
1645814101493563392,pedofilo dalailama un boludo importante que te enseña a respirar boludo importante,Spain,ARG
1656395375828258819,este chabón está buscando cámara me cae para el orto pero hace rato rato que debo decir que todo lo que me llega de argentina es muy grasamuy cachudo antes sabíamos mantener un equilibrio nadie tiene buen gusto parece que lo cobraran en dólares se los digo con una mano en el 🩷,Spain,ARG
1655899215476793345,dariopalacio q es lo q tengo q hacer para q me den el pasaporte español como a vos,Spain,ARG
1655647089781530643,orgullo se cidade é sen dereita sen conservadores casposos sen rancios machistas que añoran a época de pajares y esteso orgullo de cidade é mirar por unha compostela verde de barrio de ríos limpa e non que usa o coche ata para ir de putas que é o que facedes vos sucios,Spain,ES
1655468593406963712,vos y que esa mujercita no sabe cuando verse bien que indita mas,Spain,ARG
1655148552325046276,en una vino una mina y le dijo a uno de los chicos vos conocías a fulanita no un tinder con el q no habló nunca más en un año si por xq está muy borracha y no puede manejarte doy las llaves de su moto y ella después las busca 😏 él le respondió no es un montón,Spain,ARG
1655111964912234499,por vos voy por tierra voy por cielo y voy por mar,Spain,ARG
1654891992877334528,el tipo apuesta a conseguir el mismo laburo y mejor pago en el sector privado cuando el gobierno suelte el curro de la obra pública y se haga por iniciativa privada pero vos apostás a que el pobre vote por lo que lo hizo pobre cráneo,Spain,ARG
1654185199096274944,diesyo puede ser que la foto sea chiva y no necesariamente vos mi pensamiento inseguro,Spain,ARG
1654133139030126594,silviagomeez backbece me estoy riendo de vos con mis amigos mi ciela nos gusta ver que la vida siempre puede ser peor besote,Spain,ARG
1654119082537484288,silviagomeez martarelat no que te divertía quedaste chiquita en nada casi que españa aguantó más en el mundial que vos y eso es mucho decir,Spain,ARG
1654118836709347341,silviagomeez joselitek bien por vos próximo paso entender de qué se trata el fútbol mucho ánimo,Spain,ES
1653897060112900098,tremenda chapa un mitin non se pode ir de máximo fan e non ter nin puta idea en canto a vos traballazo coma sempre,Spain,ARG
1653554969017044992,ezequielquimer rosarino1956 cabjezadetermo fedesancci bercovichpablo dmvasco tomascanosa romanguajardook franabra6 julianphecker sergiomassa produccionarg fisfeindustria te estaba respondiendo a vos aparentemente malinterpreté algo 🙃,Spain,ARG
1653384190598029314,dacomesana cincodiascom mano dura non todo vale polo carto sintoo capitalistas liberais pero antes morto que ver a cidade como un parque temático nunca como venecia nuuuncaaa psdegsantiago ou vos explicastes mal ou recuastedes dureza ante a falta de vivienda pública tampouco sería a solución,Spain,ES
1653221705605685249,allenderooh para vos reinaaaaaaaaaa😘,Spain,ARG
1652888214363951106,fua que ganas de una buena gira con vos reina,Spain,ARG
1652879839098028032,xa están con chorradas hai cousas mais importantes ademais q ruas queredes mudar xla de xente que si fixo por santiago a esa xente apenas se coñece so entre vos como non acaso son mais importantes ca xelmirez victoria miguez ou montero ríos,Spain,ES
1652828006228869126,dixeronme xente de fiar que as enquisas internas do psdegsantiago danlle a xsanchezbugallo 79 concelleiros unha baixada enorme de que vos servíu dedicar millóns e millóns os bastardos explotadores d comphosteleria cambiar d parecerexplicar fatal o tema pisos turísticos,Spain,ES
1652650520912314371,cali querido vos sos mi vida,Spain,ARG
1652583703892066304,coquitaback apuntes fui en el 2014 la web del gobierno tenía todos los datos esta todo hecho para que te armes vos tu tour con todo lo que hay allá disponible trenes tours etc,Spain,ARG
1652495208943083526,gallina91218 vos decis que entre riquelme y el var hay algo,Spain,ARG
1652237180629139456,israelanochecer tiene que haber opciones de inversión donde colocar los flujos del comercio so vos me pagas en moneda a yo tengo que poder invertir ese flujo por mientras hago otro pago si no hay donde estacionar la moneda ala que tengo prefiero usar otra moneda qué si lo tenga,Spain,ARG
1651941186473435136,kenponcer hey vos respeta mis gustos 😒,Spain,ARG
1651250744643710980,chespi1984 ursuvargues pero vos entendiste… sos bilingüe,Spain,ARG
1651204675197173761,susana teño moita presa necesito q vos sentedes eh inés mondase de risa es q no puedo con esta señora jjajajsjjsj,Spain,ARG
1651162540250918912,agost1no todos sabemos que alberto nunca cortó ni pinchó una persona lo puso ahí y esa persona es la que nos trajo acá con ese mismo argumento no podemos endilgarle el 100 de la culpa a esa derecha que vos mencionas,Spain,ARG
1650732603777904640,baubassi pmbruera agustinalocke bauti como que nunca probaste el locro y vos pedro deja se decir que sos del interior 😵‍💫,Spain,ARG
1650597652436754453,psdegsantiago xsanchezbugallo non se olviden de que o sar e sarela ainda non están conectados falta pouco si gracias a vos si pero bueno despacio que non vaian ocorrer contratempos como no espiño mrosonf abalmarta xsanchezbugallo gonzalomuinos,Spain,ES
1650553229447507986,bajo del ascensor y me cruzo con una vecina mayor 1000 catalana yo hola cómo estás ella muy bien vos el plan de colonización sigue avanzando a pasos muy rápidos,Spain,ES
1650268942374522881,cuando te bese sentí q vos sentiste cosaas,Spain,ARG
1649718234390593537,joseduero99 ay 🥺 que bello huevon 🫶 bonito corazón en tuyo lo que no puedo creer es que apenas te la hayas visto después de tanto tiempo que salió genial que compartas ese lado sensible de vos un abrazo 🫂,Spain,ARG
1649713752609095681,y vos qué peinado de roberto tuviste,Spain,ARG
1649326528054939649,dementexelbolso jugás a las 7 en la loma del orto vos llevabas 5000 gallinas,Spain,ARG
1649068902364659714,pero que decides comeplantas o edificio seguirá tendo espacio para os veciños deixade de mentir vos o que pasa e que queredes todo para enchelo de veganos e merdas así agora seguirá existindo un espacio para a xente e de paso a depucoruna pagao,Spain,ES
1648349616767926272,loco entreno con un mae que es otra cosa clase clara más preciosa peroooo huele mal🤣 como le digo que se vaya a bañar maje no sentirse vos😮‍💨,Spain,ES
1648068243729334277,yulianydelva ya no soy cariñoso con vos pues 🖕🏻,Spain,ES
1648009772564725760,rauogvs y vos no deberías de estar trabajando 🤔 jajajaja,Spain,ARG
1647637990234005505,latalpamela te amo amor🩵 a vos a mi muchachito si no soy la madrina no quiero nada🤣,Spain,ARG
1647522120656732163,marlaskalakaska esssque mhan dicho que tengo que tené asquito a vos feijudas parece moderadito la economía sin dar la batalla culturallo mío aunque se hunda españa … 🤦‍♂️,Spain,ES
1647379327846080512,y si vos como yo dimos to por amor y perdimos ahora nos toca vivir ❤️‍🩹❤️‍🩹,Spain,ARG
1646593206895759368,pelinlc un médico muy desagradable me dijo una vez tenes tres enemigos en la medicina uno el paciente dos tus colegas y tres vos mismo,Spain,ARG
1646566394127843356,un millón de veces más cerebro que vos tiene tu hijo,Spain,ARG
1646239125358403590,massigar1 o me voy ebria que decís vos,Spain,ARG
1645943271045070849,a xustiza non actuou porque non viu nada raro esperastes meses ata que as eleccións estivesen cerca sodes basura popularesstgo borjaverea xa dimitíu e se deron explicacións solo vos queredes sacar merda,Spain,ES
1645806235198054400,chinchula te invito a poner fotos de los que te gustan a vos caradura lepusecucca por favor qué está pasando,Spain,ARG
1645721103908610054,cynthiiaacj cuando te besé sentí que vos sentiste coosaaa,Spain,ARG
